ID	DOCULECT	CONCEPT	GLOSS_ID	VALUE	FORM	TOKENS
7559	鹿寨鹿寨	中午	221	toŋ²² ŋwɐn²³¹, kjaːŋ⁵³ ŋwɐn²³¹, pjoŋ³¹ʔ ŋwɐn²³¹	+pjoŋ³¹ʔ+ŋwɐn²³¹	p j o ŋ ³¹ʔ/³¹ + ŋ w ɐ n ²³¹
3715	大化岩滩	主人	366	pou²¹ ɕəɯ⁴⁵³	pou²¹+ɕəɯ⁴⁵³	p ou ²¹ + ɕ əɯ ⁴⁵³
3716	大化流水	主人	366	pu³⁴⁴ ɕɯ⁵⁵³	pu³⁴⁴+ɕɯ⁵⁵³	p u ³⁴⁴ + ɕ ɯ ⁵⁵³
3717	都安高岭	主人	366	pou²¹ ɕəɯ³⁴¹, ʔɜi⁵³ ɕəɯ³⁴¹	pou²¹+ɕəɯ³⁴¹	p ou ²¹ + ɕ əɯ ³⁴¹
3718	都安高岭	主人	366	pou²¹ ɕəɯ³⁴¹, ʔɜi⁵³ ɕəɯ³⁴¹	+ʔɜi⁵³+ɕəɯ³⁴¹	ʔ ɜi ⁵³ + ɕ əɯ ³⁴¹
3719	都安百旺	主人	366	sɯ⁴⁵⁴ ðaːn²³¹	sɯ⁴⁵⁴+ðaːn²³¹	s ɯ ⁴⁵⁴ + ð aː n ²³¹
3720	上林塘红	主人	366	ʔai⁴⁵³ ɕəɯ³⁴³	ʔai⁴⁵³+ɕəɯ³⁴³	ʔ ai ⁴⁵³ + ɕ əɯ ³⁴³
3721	上林明亮	主人	366	kja³³ səɯ³³	kja³³+səɯ³³	k j a ³³ + s əɯ ³³
3722	马山永州	主人	366	pou³³ cɤi³³	pou³³+cɤi³³	p ou ³³ + c ɤi ³³
3723	马山白山	主人	366	pɔu²¹ ɕəɯ⁴⁵	pɔu²¹+ɕəɯ⁴⁵	p ɔu ²¹ + ɕ əɯ ⁴⁵
3724	忻城北更	主人	366	kja⁴⁵ ɕəɯ³⁴³	kja⁴⁵+ɕəɯ³⁴³	k j a ⁴⁵ + ɕ əɯ ³⁴³
3725	忻城果邃	主人	366	pu²¹ ɕəɯ³¹	pu²¹+ɕəɯ³¹	p u ²¹ + ɕ əɯ ³¹
9032	兴宾迁江	主人	366	pou²¹ ɕɜɯ³³	pou²¹+ɕɜɯ³³	p ou ²¹ + ɕ ɜɯ ³³
9033	兴宾寺山	主人	366	pou³¹ tɕɤ³³	pou³¹+tɕɤ³³	p ou ³¹ + tɕ ɤ ³³
9034	桂平石龙	主人	366	pou²¹ tɕɘi³³	pou²¹+tɕɘi³³	p ou ²¹ + tɕ ɘi ³³
9035	港北中里	主人	366	pou²¹ tɕɤ³⁴	pou²¹+tɕɤ³⁴	p ou ²¹ + tɕ ɤ ³⁴
9036	武宣黄茆	主人	366	ka³³ tɕɤ⁴⁵³	ka³³+tɕɤ⁴⁵³	k a ³³ + tɕ ɤ ⁴⁵³
9037	武宣桐岭	主人	366	wɜn²¹ tɕɔu³³	wɜn²¹+tɕɔu³³	w ɜ n ²¹ + tɕ ɔu ³³
9038	象州大乐	主人	366	tɕɤ⁵³	tɕɤ⁵³	tɕ ɤ ⁵³
9039	象州运江	主人	366	pou²² tsɤ⁵³	pou²²+tsɤ⁵³	p ou ²² + ts ɤ ⁵³
9040	鹿寨四排	主人	366	pu¹² tsɤ⁵³	pu¹²+tsɤ⁵³	p u ¹² + ts ɤ ⁵³
9041	鹿寨鹿寨	主人	366	tsi⁴⁵ ka⁵⁴ʔ	tsi⁴⁵+ka⁵⁴ʔ	ts i ⁴⁵ + k a ⁵⁴ʔ/⁵⁴
2560	大化岩滩	乌龟	251	hu⁴⁵³	hu⁴⁵³	h u ⁴⁵³
2561	大化流水	乌龟	251	hu⁵⁵³	hu⁵⁵³	h u ⁵⁵³
2562	都安高岭	乌龟	251	hu³⁴¹	hu³⁴¹	h u ³⁴¹
2563	都安百旺	乌龟	251	hu⁵³	hu⁵³	h u ⁵³
2564	上林塘红	乌龟	251	ʔu³³ kwɛi³³	ʔu³³+kwɛi³³	ʔ u ³³ + k w ɛi ³³
2565	上林明亮	乌龟	251	fɯ³⁵	fɯ³⁵	f ɯ ³⁵
2566	马山永州	乌龟	251	fɯ²¹⁴	fɯ²¹⁴	f ɯ ²¹⁴
2567	马山白山	乌龟	251	fɯ²⁴	fɯ²⁴	f ɯ ²⁴
2568	忻城北更	乌龟	251	ʔu⁴⁴ kwəi⁴⁴	ʔu⁴⁴+kwəi⁴⁴	ʔ u ⁴⁴ + k w əi ⁴⁴
2569	忻城果邃	乌龟	251	ʔu³³ kwɘi³³	ʔu³³+kwɘi³³	ʔ u ³³ + k w ɘi ³³
7855	兴宾迁江	乌龟	251	kwəi³⁵³	kwəi³⁵³	k w əi ³⁵³
7856	兴宾寺山	乌龟	251	kwəi³⁵	kwəi³⁵	k w əi ³⁵
7857	桂平石龙	乌龟	251	fu²⁴	fu²⁴	f u ²⁴
7858	港北中里	乌龟	251	u²⁵	u²⁵	u ²⁵
7859	武宣黄茆	乌龟	251	kwəi⁵³	kwəi⁵³	k w əi ⁵³
7860	武宣桐岭	乌龟	251	u³⁵	u³⁵	u ³⁵
7861	象州大乐	乌龟	251	ɣu⁵⁴ʔ	ɣu⁵⁴ʔ	ɣ u ⁵⁴ʔ/⁵⁴
7862	象州运江	乌龟	251	ʔʝu⁵⁴ʔ	ʔʝu⁵⁴ʔ	ˀʝ u ⁵⁴ʔ/⁵⁴
7863	鹿寨四排	乌龟	251	hou⁵⁴ʔ	hou⁵⁴ʔ	h ou ⁵⁴ʔ/⁵⁴
7864	鹿寨鹿寨	乌龟	251	hu⁵⁴ʔ	hu⁵⁴ʔ	h u ⁵⁴ʔ/⁵⁴
3836	大化岩滩	九	378	cjou⁴⁵³	cjou⁴⁵³	c j ou ⁴⁵³
3837	大化流水	九	378	cju⁵⁵³	cju⁵⁵³	c j u ⁵⁵³
3838	都安高岭	九	378	cɕou³⁴¹	cɕou³⁴¹	cɕ/tɕ ou ³⁴¹
3839	都安百旺	九	378	kiu⁴⁵⁴	kiu⁴⁵⁴	k i/j u ⁴⁵⁴
3840	上林塘红	九	378	kju³⁴³	kju³⁴³	k j u ³⁴³
3841	上林明亮	九	378	kju³³	kju³³	k j u ³³
3842	马山永州	九	378	kou³³	kou³³	k ou ³³
3843	马山白山	九	378	kɔu⁴⁵	kɔu⁴⁵	k ɔu ⁴⁵
3844	忻城北更	九	378	kju³⁴³	kju³⁴³	k j u ³⁴³
3845	忻城果邃	九	378	kju³⁴³	kju³⁴³	k j u ³⁴³
9132	兴宾迁江	九	378	kju³³	kju³³	k j u ³³
9133	兴宾寺山	九	378	cou³³	cou³³	c ou ³³
9134	桂平石龙	九	378	kiu³³	kiu³³	k i/j u ³³
9135	港北中里	九	378	kiu³⁴	kiu³⁴	k i/j u ³⁴
9136	武宣黄茆	九	378	kiu⁴⁵³	kiu⁴⁵³	k i/j u ⁴⁵³
9137	武宣桐岭	九	378	cu³³	cu³³	c u ³³
9138	象州大乐	九	378	kjʌu⁵³	kjʌu⁵³	k j ʌu ⁵³
9139	象州运江	九	378	ceu⁵³	ceu⁵³	c eu ⁵³
9140	鹿寨四排	九	378	cju⁵³	cju⁵³	c j u ⁵³
9141	鹿寨鹿寨	九	378	kju⁵³	kju⁵³	k j u ⁵³
4727	大化岩滩	买	463	ɕəɯ²⁴	ɕəɯ²⁴	ɕ əɯ ²⁴
4728	大化流水	买	463	ɕɯ³⁴⁴	ɕɯ³⁴⁴	ɕ ɯ ³⁴⁴
4729	都安高岭	买	463	ɕəɯ²¹⁴	ɕəɯ²¹⁴	ɕ əɯ ²¹⁴
4730	都安百旺	买	463	sɯ²¹⁴	sɯ²¹⁴	s ɯ ²¹⁴
4731	上林塘红	买	463	ɕəɯ⁴²ʔ¹³	ɕəɯ⁴²ʔ¹³	ɕ əɯ ⁴²ʔ¹³/⁴²³
4732	上林明亮	买	463	seɯ³¹	seɯ³¹	s eɯ ³¹
4733	马山永州	买	463	ɕɤi³³	ɕɤi³³	ɕ ɤi ³³
4734	马山白山	买	463	ɕəɯ²³	ɕəɯ²³	ɕ əɯ ²³
4735	忻城北更	买	463	ɕəɯ³¹ʔ¹³	ɕəɯ³¹ʔ¹³	ɕ əɯ ³¹ʔ¹³/³¹³
4736	忻城果邃	买	463	ɕəɯ²¹⁴	ɕəɯ²¹⁴	ɕ əɯ ²¹⁴
10006	兴宾迁江	买	463	ɕɜɯ²¹	ɕɜɯ²¹	ɕ ɜɯ ²¹
10007	兴宾寺山	买	463	tɕɤ⁵³⁴	tɕɤ⁵³⁴	tɕ ɤ ⁵³⁴
10008	桂平石龙	买	463	ʔɐu²⁴	ʔɐu²⁴	ʔ ɐu ²⁴
10009	港北中里	买	463	tɕɤ³²³	tɕɤ³²³	tɕ ɤ ³²³
10010	武宣黄茆	买	463	tɕɤ²¹⁴	tɕɤ²¹⁴	tɕ ɤ ²¹⁴
10011	武宣桐岭	买	463	tɕɐu²¹	tɕɐu²¹	tɕ ɐu ²¹
10012	象州大乐	买	463	tɕɤ²¹⁴	tɕɤ²¹⁴	tɕ ɤ ²¹⁴
10013	象州运江	买	463	tsɤ²¹⁴	tsɤ²¹⁴	ts ɤ ²¹⁴
10014	鹿寨四排	买	463	tsɤ²¹⁴	tsɤ²¹⁴	ts ɤ ²¹⁴
10015	鹿寨鹿寨	买	463	tsɯ²¹⁴	tsɯ²¹⁴	ts ɯ ²¹⁴
665	大化岩滩	乳房*	067	ɕi⁴⁵³	ɕi⁴⁵³	ɕ i ⁴⁵³
666	大化流水	乳房*	067	nɔŋ⁴⁴	nɔŋ⁴⁴	n ɔ ŋ ⁴⁴
667	都安高岭	乳房*	067	ɕi³⁴¹	ɕi³⁴¹	ɕ i ³⁴¹
668	都安百旺	乳房*	067	kɛ²¹⁴	kɛ²¹⁴	k ɛ ²¹⁴
669	上林塘红	乳房*	067	ne³³	ne³³	n e ³³
670	上林明亮	乳房*	067	ɕi³³	ɕi³³	ɕ i ³³
671	马山永州	乳房*	067	nu⁴⁵	nu⁴⁵	n u ⁴⁵
672	马山白山	乳房*	067	ɕi⁴⁵	ɕi⁴⁵	ɕ i ⁴⁵
673	忻城北更	乳房*	067	ne⁴⁴	ne⁴⁴	n e ⁴⁴
674	忻城果邃	乳房*	067	ɕi³⁴³	ɕi³⁴³	ɕ i ³⁴³
5921	兴宾迁江	乳房*	067	ɕi³³	ɕi³³	ɕ i ³³
5922	兴宾寺山	乳房*	067	ne³⁵	ne³⁵	n e ³⁵
5923	桂平石龙	乳房*	067	tɕi³³	tɕi³³	tɕ i ³³
5924	港北中里	乳房*	067	tɕi³⁴	tɕi³⁴	tɕ i ³⁴
5925	武宣黄茆	乳房*	067	tɕi⁴⁵³	tɕi⁴⁵³	tɕ i ⁴⁵³
5926	武宣桐岭	乳房*	067	tɕi³³	tɕi³³	tɕ i ³³
5927	象州大乐	乳房*	067	ne⁴⁵	ne⁴⁵	n e ⁴⁵
5928	象州运江	乳房*	067	ne⁴⁵	ne⁴⁵	n e ⁴⁵
5929	鹿寨四排	乳房*	067	tse⁴⁵	tse⁴⁵	ts e ⁴⁵
5930	鹿寨鹿寨	乳房*	067	tsɛ⁴⁵	tsɛ⁴⁵	ts ɛ ⁴⁵
3865	大化岩滩	二 (二十)	381	ŋei³¹	ŋei³¹	ŋ ei ³¹
3866	大化流水	二 (二十)	381	ŋi²⁴	ŋi²⁴	ŋ i ²⁴
3867	都安高岭	二 (二十)	381	ŋëi³¹	ŋëi³¹	ŋ ëi/ei ³¹
3868	都安百旺	二 (二十)	381	ŋi³¹	ŋi³¹	ŋ i ³¹
3869	上林塘红	二 (二十)	381	ŋəi³¹	ŋəi³¹	ŋ əi ³¹
3870	上林明亮	二 (二十)	381	ŋi⁴¹	ŋi⁴¹	ŋ i ⁴¹
3871	马山永州	二 (二十)	381	ŋei³¹	ŋei³¹	ŋ ei ³¹
3872	马山白山	二 (二十)	381	ŋei²¹	ŋei²¹	ŋ ei ²¹
3873	忻城北更	二 (二十)	381	ŋəi⁴²	ŋəi⁴²	ŋ əi ⁴²
3874	忻城果邃	二 (二十)	381	ŋɘi³¹	ŋɘi³¹	ŋ ɘi ³¹
9162	兴宾迁江	二 (二十)	381	ŋəi⁴²	ŋəi⁴²	ŋ əi ⁴²
9163	兴宾寺山	二 (二十)	381	ŋəi³¹	ŋəi³¹	ŋ əi ³¹
9164	桂平石龙	二 (二十)	381	ŋɘi⁴³	ŋɘi⁴³	ŋ ɘi ⁴³
9165	港北中里	二 (二十)	381	ŋɘi³²	ŋɘi³²	ŋ ɘi ³²
9166	武宣黄茆	二 (二十)	381	ŋəi³¹	ŋəi³¹	ŋ əi ³¹
9167	武宣桐岭	二 (二十)	381	ŋəi³¹	ŋəi³¹	ŋ əi ³¹
9168	象州大乐	二 (二十)	381	ŋəi²¹ʔ²	ŋəi²¹ʔ²	ŋ əi ²¹ʔ²/²¹²
9169	象州运江	二 (二十)	381	ŋɜi²¹ʔ³	ŋɜi²¹ʔ³	ŋ ɜi ²¹ʔ³/²¹³
9170	鹿寨四排	二 (二十)	381	ŋëi³²ʔ³	ŋëi³²ʔ³	ŋ ëi/ei ³²ʔ³/³²³
9171	鹿寨鹿寨	二 (二十)	381	ŋi³¹ʔ	ŋi³¹ʔ	ŋ i ³¹ʔ/³¹
999	大化岩滩	二*	100	θɔəŋ⁴²	θɔəŋ⁴²	θ ɔə ŋ ⁴²
1000	大化流水	二*	100	θɔɜŋ⁴²	θɔɜŋ⁴²	θ ɔɜ ŋ ⁴²
1001	都安高岭	二*	100	θoɐŋ⁵³	θoɐŋ⁵³	θ oɐ ŋ ⁵³
1002	都安百旺	二*	100	θɔːŋ⁵³	θɔːŋ⁵³	θ ɔː ŋ ⁵³
1003	上林塘红	二*	100	ŋəi³¹	ŋəi³¹	ŋ əi ³¹
1004	上林明亮	二*	100	ŋi⁴¹	ŋi⁴¹	ŋ i ⁴¹
1005	马山永州	二*	100	θoːŋ²¹⁴	θoːŋ²¹⁴	θ oː ŋ ²¹⁴
1006	马山白山	二*	100	θɔːŋ²⁴	θɔːŋ²⁴	θ ɔː ŋ ²⁴
1007	忻城北更	二*	100	ŋəi⁴²	ŋəi⁴²	ŋ əi ⁴²
1008	忻城果邃	二*	100	θoɐŋ⁴⁵³	θoɐŋ⁴⁵³	θ oɐ ŋ ⁴⁵³
6265	兴宾迁江	二*	100	so̪ ɐŋ³⁵³	soɐŋ³⁵³	s oɐ ŋ ³⁵³
6266	兴宾寺山	二*	100	sɔəŋ³⁵	sɔəŋ³⁵	s ɔə ŋ ³⁵
6267	桂平石龙	二*	100	ŋɘi⁴³	ŋɘi⁴³	ŋ ɘi ⁴³
6268	港北中里	二*	100	ŋɘi³²	ŋɘi³²	ŋ ɘi ³²
6269	武宣黄茆	二*	100	sɔ̪ ːŋ⁵³	sɔːŋ⁵³	s ɔː ŋ ⁵³
6270	武宣桐岭	二*	100	ŋəi³¹	ŋəi³¹	ŋ əi ³¹
6271	象州大乐	二*	100	sɔ̪ ːŋ⁵⁴ʔ	sɔːŋ⁵⁴ʔ	s ɔː ŋ ⁵⁴ʔ/⁵⁴
6272	象州运江	二*	100	ŋɜi²¹ʔ³	ŋɜi²¹ʔ³	ŋ ɜi ²¹ʔ³/²¹³
6273	鹿寨四排	二*	100	soːŋ⁵⁴ʔ	soːŋ⁵⁴ʔ	s oː ŋ ⁵⁴ʔ/⁵⁴
6274	鹿寨鹿寨	二*	100	θɔːŋ⁵⁴ʔ	θɔːŋ⁵⁴ʔ	θ ɔː ŋ ⁵⁴ʔ/⁵⁴
41	大化岩滩	云朵*	005	hu⁴⁵³	hu⁴⁵³	h u ⁴⁵³
42	大化流水	云朵*	005	hu⁵⁵³	hu⁵⁵³	h u ⁵⁵³
43	都安高岭	云朵*	005	hu³⁴¹	hu³⁴¹	h u ³⁴¹
44	都安百旺	云朵*	005	hu⁴⁵⁴	hu⁴⁵⁴	h u ⁴⁵⁴
45	上林塘红	云朵*	005	ʔu³⁴³	ʔu³⁴³	ʔ u ³⁴³
46	上林明亮	云朵*	005	fɯ³³	fɯ³³	f ɯ ³³
47	马山永州	云朵*	005	fɯ³³	fɯ³³	f ɯ ³³
48	马山白山	云朵*	005	fɯ⁴⁵	fɯ⁴⁵	f ɯ ⁴⁵
49	忻城北更	云朵*	005	ʔu³⁴³	ʔu³⁴³	ʔ u ³⁴³
50	忻城果邃	云朵*	005	ʋu³⁴³	ʋu³⁴³	ʋ u ³⁴³
5284	兴宾迁江	云朵*	005	fɯ³³	fɯ³³	f ɯ ³³
5285	兴宾寺山	云朵*	005	hu³³	hu³³	h u ³³
5286	桂平石龙	云朵*	005	wɐn²⁴	wɐn²⁴	w ɐ n ²⁴
5287	港北中里	云朵*	005	hu³⁴	hu³⁴	h u ³⁴
5288	武宣黄茆	云朵*	005	hu⁴⁵³	hu⁴⁵³	h u ⁴⁵³
5289	武宣桐岭	云朵*	005	u³³	u³³	u ³³
5290	象州大乐	云朵*	005	hu⁵³	hu⁵³	h u ⁵³
5291	象州运江	云朵*	005	hu⁵³	hu⁵³	h u ⁵³
5292	鹿寨四排	云朵*	005	hou⁵³	hou⁵³	h ou ⁵³
5293	鹿寨鹿寨	云朵*	005	hu⁵³	hu⁵³	h u ⁵³
1029	大化岩滩	五*	103	ha⁴⁵³	ha⁴⁵³	h a ⁴⁵³
1030	大化流水	五*	103	ha⁵⁵³	ha⁵⁵³	h a ⁵⁵³
1031	都安高岭	五*	103	ha³⁴¹	ha³⁴¹	h a ³⁴¹
1032	都安百旺	五*	103	ha⁴⁵⁴	ha⁴⁵⁴	h a ⁴⁵⁴
1033	上林塘红	五*	103	ha³⁴³	ha³⁴³	h a ³⁴³
1034	上林明亮	五*	103	ha³³	ha³³	h a ³³
1035	马山永州	五*	103	ha³³	ha³³	h a ³³
1036	马山白山	五*	103	ha⁴⁵	ha⁴⁵	h a ⁴⁵
1037	忻城北更	五*	103	ha³⁴³	ha³⁴³	h a ³⁴³
1038	忻城果邃	五*	103	ha³⁴³	ha³⁴³	h a ³⁴³
6295	兴宾迁江	五*	103	ha³³	ha³³	h a ³³
6296	兴宾寺山	五*	103	ha³³	ha³³	h a ³³
6297	桂平石龙	五*	103	ha³³	ha³³	h a ³³
6298	港北中里	五*	103	ha³⁴	ha³⁴	h a ³⁴
6299	武宣黄茆	五*	103	ha⁴⁵³	ha⁴⁵³	h a ⁴⁵³
6300	武宣桐岭	五*	103	ha³³	ha³³	h a ³³
6301	象州大乐	五*	103	ha⁵³	ha⁵³	h a ⁵³
6302	象州运江	五*	103	ha⁵³	ha⁵³	h a ⁵³
6303	鹿寨四排	五*	103	ha⁵³	ha⁵³	h a ⁵³
6304	鹿寨鹿寨	五*	103	ha⁵³	ha⁵³	h a ⁵³
3403	大化岩滩	井	335	ɕɪŋ⁴⁵³	ɕɪŋ⁴⁵³	ɕ ɪ ŋ ⁴⁵³
3404	大化流水	井	335	ɕɪŋ⁵⁵³	ɕɪŋ⁵⁵³	ɕ ɪ ŋ ⁵⁵³
3405	都安高岭	井	335	ɕɪŋ³⁴¹	ɕɪŋ³⁴¹	ɕ ɪ ŋ ³⁴¹
3406	都安百旺	井	335	sɪŋ⁴⁵⁴	sɪŋ⁴⁵⁴	s ɪ ŋ ⁴⁵⁴
3407	上林塘红	井	335	ɕiŋ³⁴³	ɕiŋ³⁴³	ɕ i ŋ ³⁴³
3408	上林明亮	井	335	ɕɪŋ³³	ɕɪŋ³³	ɕ ɪ ŋ ³³
3409	马山永州	井	335	ɕiŋ³³	ɕiŋ³³	ɕ i ŋ ³³
3410	马山白山	井	335	ɕɪŋ⁴⁵	ɕɪŋ⁴⁵	ɕ ɪ ŋ ⁴⁵
3411	忻城北更	井	335	ɕiŋ³⁴³	ɕiŋ³⁴³	ɕ i ŋ ³⁴³
3412	忻城果邃	井	335	ɕiŋ³⁴³	ɕiŋ³⁴³	ɕ i ŋ ³⁴³
8714	兴宾迁江	井	335	ɕɪŋ³³	ɕɪŋ³³	ɕ ɪ ŋ ³³
8715	兴宾寺山	井	335	tɕɪŋ³³	tɕɪŋ³³	tɕ ɪ ŋ ³³
8716	桂平石龙	井	335	tɕɪŋ³³	tɕɪŋ³³	tɕ ɪ ŋ ³³
8717	港北中里	井	335	tɕiŋ³⁴	tɕiŋ³⁴	tɕ i ŋ ³⁴
8718	武宣黄茆	井	335	tɕɪŋ⁴⁵³	tɕɪŋ⁴⁵³	tɕ ɪ ŋ ⁴⁵³
8719	武宣桐岭	井	335	tɕɪŋ³³	tɕɪŋ³³	tɕ ɪ ŋ ³³
8720	象州大乐	井	335	tɕɪŋ⁵³	tɕɪŋ⁵³	tɕ ɪ ŋ ⁵³
8721	象州运江	井	335	tseŋ⁵³	tseŋ⁵³	ts e ŋ ⁵³
8722	鹿寨四排	井	335	tsɪŋ⁵³	tsɪŋ⁵³	ts ɪ ŋ ⁵³
8723	鹿寨鹿寨	井	335	tsɪŋ⁵³	tsɪŋ⁵³	ts ɪ ŋ ⁵³
4159	大化岩滩	亮	409	ɹɔəŋ³¹	ɹɔəŋ³¹	ɹ ɔə ŋ ³¹
4160	大化流水	亮	409	ɹɔŋ²⁴	ɹɔŋ²⁴	ɹ ɔ ŋ ²⁴
4161	都安高岭	亮	409	ðoɐŋ³¹	ðoɐŋ³¹	ð oɐ ŋ ³¹
4162	都安百旺	亮	409	ðɔːŋ³¹	ðɔːŋ³¹	ð ɔː ŋ ³¹
4163	上林塘红	亮	409	ɣoɜŋ³¹	ɣoɜŋ³¹	ɣ oɜ ŋ ³¹
4164	上林明亮	亮	409	ðuaŋ⁴¹	ðuaŋ⁴¹	ð u/w a ŋ ⁴¹
4165	马山永州	亮	409	ɹoːŋ³¹	ɹoːŋ³¹	ɹ oː ŋ ³¹
4166	马山白山	亮	409	ɹɔːŋ²¹	ɹɔːŋ²¹	ɹ ɔː ŋ ²¹
4167	忻城北更	亮	409	ɣoɜŋ⁴²	ɣoɜŋ⁴²	ɣ oɜ ŋ ⁴²
4168	忻城果邃	亮	409	ðoɐŋ³¹	ðoɐŋ³¹	ð oɐ ŋ ³¹
9451	兴宾迁江	亮	409	joɐŋ⁴²	joɐŋ⁴²	j oɐ ŋ ⁴²
9452	兴宾寺山	亮	409	ɣɔəŋ	ɣɔəŋ	ɣ ɔə ŋ
9453	桂平石龙	亮	409	loɐŋ⁴³	loɐŋ⁴³	l oɐ ŋ ⁴³
9454	港北中里	亮	409	loaŋ³²	loaŋ³²	l oa ŋ ³²
9455	武宣黄茆	亮	409	ɣɔːŋ³¹	ɣɔːŋ³¹	ɣ ɔː ŋ ³¹
9456	武宣桐岭	亮	409	wˠɐŋ³¹	wˠɐŋ³¹	wˠ ɐ ŋ ³¹
9457	象州大乐	亮	409	ɣo̙ːŋ²¹ʔ²	ɣo̙ːŋ²¹ʔ²	ɣ oː ŋ ²¹ʔ²/²¹²
9458	象州运江	亮	409	ʝoəŋ²¹ʔ³	ʝoəŋ²¹ʔ³	ʝ oə ŋ ²¹ʔ³/²¹³
9459	鹿寨四排	亮	409	joːŋ³²ʔ³	joːŋ³²ʔ³	j oː ŋ ³²ʔ³/³²³
9460	鹿寨鹿寨	亮	409	jɔːŋ³¹ʔ	jɔːŋ³¹ʔ	j ɔː ŋ ³¹ʔ/³¹
806	大化岩滩	人*	081	wʊn²³¹	wʊn²³¹	w ʊ n ²³¹
807	大化流水	人*	081	wʊn²³¹	wʊn²³¹	w ʊ n ²³¹
808	都安高岭	人*	081	ʋʊn²³¹	ʋʊn²³¹	ʋ ʊ n ²³¹
809	都安百旺	人*	081	ʋʊn²³¹	ʋʊn²³¹	ʋ ʊ n ²³¹
810	上林塘红	人*	081	wʊn²¹	wʊn²¹	w ʊ n ²¹
811	上林明亮	人*	081	wən²⁴	wən²⁴	w ə n ²⁴
812	马山永州	人*	081	wən²¹	wən²¹	w ə n ²¹
813	马山白山	人*	081	hɯn³¹	hɯn³¹	h ɯ n ³¹
814	忻城北更	人*	081	ɣʊn³²	ɣʊn³²	ɣ ʊ n ³²
815	忻城果邃	人*	081	ʋʊn²¹	ʋʊn²¹	ʋ ʊ n ²¹
6062	兴宾迁江	人*	081	hʊn²³²	hʊn²³²	h ʊ n ²³²
6063	兴宾寺山	人*	081	wɜn²⁴	wɜn²⁴	w ɜ n ²⁴
6064	桂平石龙	人*	081	wɪn²¹³	wɪn²¹³	w ɪ n ²¹³
6065	港北中里	人*	081	wɐn²¹³	wɐn²¹³	w ɐ n ²¹³
6066	武宣黄茆	人*	081	ʋʌn²³¹	ʋʌn²³¹	ʋ ʌ n ²³¹
6067	武宣桐岭	人*	081	wɜn²¹³	wɜn²¹³	w ɜ n ²¹³
6068	象州大乐	人*	081	wɤn²³¹	wɤn²³¹	w ɤ n ²³¹
6069	象州运江	人*	081	wɜn²³¹	wɜn²³¹	w ɜ n ²³¹
6070	鹿寨四排	人*	081	wɜn²³¹	wɜn²³¹	w ɜ n ²³¹
6071	鹿寨鹿寨	人*	081	wɯn²³¹	wɯn²³¹	w ɯ n ²³¹
2108	大化岩滩	什么*	207	tu²¹ ma²³¹	tu²¹+ma²³¹	t u ²¹ + m a ²³¹
2109	大化流水	什么*	207	tu²¹ ma²³¹	tu²¹+ma²³¹	t u ²¹ + m a ²³¹
2110	都安高岭	什么*	207	këi²¹ ma²³¹	këi²¹+ma²³¹	k ëi/ei ²¹ + m a ²³¹
2111	都安百旺	什么*	207	ka²¹ ma²³¹	ka²¹+ma²³¹	k a ²¹ + m a ²³¹
2112	上林塘红	什么*	207	ka³³jəɯ²¹, ka³³ma	ka³³jəɯ²¹	k a ³³ j əɯ ²¹
2113	上林塘红	什么*	207	ka³³jəɯ²¹, ka³³ma	+ka³³ma	k a ³³ m a
2114	上林明亮	什么*	207	ʔdɐk⁵⁵ ðəɯ²⁴,kɛï ³³ ðəɯ²⁴	ʔdɐk⁵⁵+ðəɯ²⁴	ˀd ɐ k ⁵⁵ + ð əɯ ²⁴
2115	上林明亮	什么*	207	ʔdɐk⁵⁵ ðəɯ²⁴,kɛï ³³ ðəɯ²⁴	kɛï³³+ðəɯ²⁴	k ɛï ³³ + ð əɯ ²⁴
2116	马山永州	什么*	207	kɛï ³³ ma²¹	kɛï³³+ma²¹	k ɛï ³³ + m a ²¹
2117	马山白山	什么*	207	kɜi⁴⁴ ma³¹	kɜi⁴⁴+ma³¹	k ɜi ⁴⁴ + m a ³¹
2118	忻城北更	什么*	207	kai⁴⁴ jaɯ³²	kai⁴⁴+jaɯ³²	k ai ⁴⁴ + j aɯ ³²
2119	忻城果邃	什么*	207	ki²² jəɯ²¹, kə²² ma²¹	ki²²+jəɯ²¹	k i ²² + j əɯ ²¹
2120	忻城果邃	什么*	207	ki²² jəɯ²¹, kə²² ma²¹	+kə²²+ma²¹	k ə ²² + m a ²¹
7395	兴宾迁江	什么*	207	kɐi³³ ma²³², ka³³ ma²³²	kɐi³³+ma²³²	k ɐi ³³ + m a ²³²
7396	兴宾迁江	什么*	207	kɐi³³ ma²³², ka³³ ma²³²	+ka³³+ma²³²	k a ³³ + m a ²³²
7397	兴宾寺山	什么*	207	kɜ²² ma²⁴	kɜ²²+ma²⁴	k ɜ ²² + m a ²⁴
7398	桂平石龙	什么*	207	tɐi²¹ te²⁴	tɐi²¹+te²⁴	t ɐi ²¹ + t e ²⁴
7399	港北中里	什么*	207	ti²¹ jɘi²¹³	ti²¹+jɘi²¹³	t i ²¹ + j ɘi ²¹³
7400	武宣黄茆	什么*	207	ʔa⁴⁴ ma²³¹	ʔa⁴⁴+ma²³¹	ʔ a ⁴⁴ + m a ²³¹
7401	武宣桐岭	什么*	207	mjɐu³¹	mjɐu³¹	m j ɐu ³¹
